NM_MUN,delta_other_crops,suit_soybean,suit_sugarcane,underused_soybean,underused_sugarcane,zone,opportunity
Caçu,-0.03794885081616541,0.610806292538529,0.5700930884543538,0.7411018715904458,0.5557197280556309,2.5538529644600274,0.4526696865795252
Caiapônia,-0.029300039934462455,0.4721469279842595,0.5105509177337821,0.4131997120963905,0.5701638338611053,3.8140851986005093,0.19509097471029124
São Luís de Montes Belos,-0.06827221048349318,0.7171577207600554,0.7698740837863122,0.806126016877497,0.862737844311276,6.7941428808662625,0.5781194969092477
São João d'Aliança,-0.012195690253884844,0.32468232682235626,0.34143690770001195,0.21075607604406393,0.35361958045938474,2.6050652919287463,0.06842877316193613
Jaraguá,-0.03757714816708211,0.5590423026121283,0.6377884218065595,0.5826640156120293,0.6704069641179061,5.40250181653227,0.32573383293697794
Bonópolis,-0.14062444027822085,0.3975080743664812,0.2817637995819116,0.4540101784336767,0.2701608242410952,4.837919524010835,0.18047271177195337
Bonfinópolis,-0.017426945752701532,0.49059819316025155,0.6011527233757319,0.4804479882152783,0.6319748807429902,6.276856563595108,0.23570691492589335
Joviânia,-0.06039864712837617,0.7736982515964199,0.8166131980103328,0.24756265796864485,0.8092568780270003,8.784900370148145,0.19153879563090304
São Simão,-0.05321540979504588,0.6763480997557798,0.6111293795930243,0.7117796969564854,0.4953766641432857,7.7981684811738585,0.48141084548126367
Jussara,-0.09689663514161774,0.3773516635376877,0.27410450232156836,0.4340157769896419,0.24124404316973677,4.569813300122781,0.16377657544864344
São Miguel do Araguaia,-0.22739094048025213,0.3318302212273572,0.25125972124761703,0.38532548531336575,0.21523680270836873,5.756255417000447,0.12786264103607295
Brazabrantes,-0.03893087129158957,0.6604597199532303,0.7592275193339882,0.6782217167574017,0.7503542396897604,3.416565366544857,0.4479381251157926
Jaupaci,-0.06533390502990151,0.4810457166003935,0.4490840728951843,0.5913045479450115,0.554882749744858,4.120137143808041,0.2844445199952798
Buritinópolis,-0.04771684625171233,0.5585432213725723,0.6153421769266818,0.5952837912198529,0.6417115477900084,7.182382569315693,0.33249172637881436
Buriti de Goiás,-0.052007039640013596,0.4905618037793647,0.5620134266678776,0.5862423223122467,0.6689933961207839,4.321714008366655,0.2875880910852994
São Patrício,-0.07705081103326963,0.6687533381599925,0.773080758790483,0.7370020568472363,0.7145166680705034,4.230448403565928,0.4928725857473698
São Miguel do Passa Quatro,-0.014400572472293838,0.5231821950208159,0.6281916067290131,0.31393835617924437,0.6521596686825804,0.708070785078045,0.16424695828708377
Jesúpolis,-0.04670361268208013,0.7025078326897307,0.7892439670854283,0.7620412564081697,0.819828708601188,4.127945723818049,0.5353399514594627
Cabeceiras,-0.012445360484731369,0.6349068953161665,0.6627109773525807,0.29498804778879906,0.6731773921962331,0.34561180104804223,0.18728994557696338
Britânia,-0.10459659787440578,0.2610828827802631,0.19116506517824264,0.2095168145367906,0.06638289128359591,4.580137372182818,0.054701253930203024
Buriti Alegre,-0.029927630577775487,0.5545535378503824,0.6435125098801425,0.3873536282756114,0.6232368079330091,6.354140364878035,0.2148083249594222
Santa Tereza de Goiás,-0.08436992497848259,0.4708456554818542,0.3937354479820239,0.5923730392037775,0.4778978422880825,4.042134754791558,0.27891627193368074
Santa Rita do Novo Destino,-0.04426599100146765,0.45746046689739867,0.491088650965533,0.4066117676014451,0.49577904225010944,3.1840674168470287,0.18600880905293363
Barro Alto,-0.029307369766054726,0.36630995553202167,0.40151721491591286,0.3224990569304551,0.335325456514306,2.979179465208197,0.11813461520331393
Santa Rita do Araguaia,-0.02319356170763541,0.40665736918513967,0.4088216508029398,0.43792038578860026,0.44813717217889676,2.0179233862558816,0.1780835519973336
Santa Rosa de Goiás,-0.04635071526025315,0.6571299020370562,0.7573878596296146,0.6095057114503494,0.777097893484794,1.4552747337823666,0.40052442845639435
Itauçu,-0.03973914101730851,0.5106175106649289,0.6850910871380078,0.5389854028820438,0.7212273574873828,1.9753603776108712,0.27521538470436296
São Domingos,-0.04809453370963546,0.5052923100000168,0.5157860971292669,0.4970120409336326,0.5469256079616385,7.94244932179869,0.25113636226117814
São Francisco de Goiás,-0.03511382276966236,0.6334412890521951,0.7143566209424452,0.64004136144338,0.7447948365632917,2.909384158454792,0.4054286250394165
Itarumã,-0.033602094398319564,0.5727211387538593,0.5129474270615294,0.6992596831757494,0.5397729564222813,2.4260287286281614,0.40048080203307806
Santo Antônio da Barra,-0.06186540737212756,0.7695613984084327,0.7848959480275567,0.4044711660772644,0.7164444517836621,8.669297604186935,0.31126539618230903
Santa Terezinha de Goiás,-0.12471858479108328,0.5550743647869928,0.4895605194238992,0.7474185164062795,0.6238874416611802,4.053111876516856,0.4148728582242522
Baliza,-0.03525512265340637,0.3339149395390725,0.3228336739077801,0.36087392236634847,0.36101060827199444,2.5447347634024617,0.12050119396818718
Ivolândia,-0.04746563139896887,0.4621710596861474,0.5015428280518744,0.5266053510746148,0.5886085825170045,6.335400693858685,0.24338175314255042
Santo Antônio do Descoberto,-0.002377615299300275,0.27822436015275964,0.3404599365457537,0.27327382369813596,0.3637822547305853,2.122656510002586,0.07603143474491192
Bom Jardim de Goiás,-0.05382260659563579,0.3691208079246739,0.3274549941131121,0.3852218792668498,0.34097616289162685,4.1279794538678525,0.1421934113052408
Jandaia,-0.057832024770382275,0.7194291812855862,0.7674600846164343,0.5887853898734389,0.7084826626775319,8.500486796554686,0.4235893909895628
Santo Antônio de Goiás,-0.03278880689926583,0.651223387576004,0.7108363664654608,0.6532529469054461,0.715475022788478,6.640044294562302,0.42541359702777204
Bom Jesus de Goiás,-0.07251109569924911,0.870199268638902,0.880859471949658,0.34785091215301445,0.7267216264778351,8.794143396707675,0.3026996093509281
Itumbiara,-0.05826277278458772,0.800913709278694,0.8248056787308721,0.5002102798838599,0.6175265328221543,8.349851684938017,0.4006252706811159
Bela Vista de Goiás,-0.024221891034536022,0.6634345653103529,0.7388655673040321,0.5089430331860764,0.7594519171041734,1.1610476218713384,0.3376503999895371
Santa Bárbara de Goiás,-0.050639872912499405,0.7396787573560296,0.7943764187590872,0.6405602909100575,0.7914889870475916,6.231563541886427,0.47380883999196816
Rubiataba,-0.067835961696368,0.5050572547841461,0.6267142468772462,0.5705220937689629,0.6412870692534328,3.932086258288788,0.2881463224726556
Sanclerlândia,-0.07259412912181577,0.713364490831657,0.7565153492656767,0.8179410999565196,0.8562094897885084,4.580581259067938,0.5834901363007681
Itapaci,-0.06212440529110132,0.461747640768472,0.5401303916876813,0.4865890219720264,0.49736378700951583,4.40211154146334,0.22468133291942138
Santa Helena de Goiás,-0.07583885170142592,0.8731760192197919,0.8799904814630433,0.28258096817318656,0.7334080878898841,8.689843568675657,0.24674292489673777
Brasília,-0.003310848845968395,0.35977817314587535,0.3718747280585097,0.18212799260395734,0.38542595572715843,4.686305151495112,0.06552567645777727
