NM_MUN,delta_other_crops,suit_soybean,suit_sugarcane,underused_soybean,underused_sugarcane,zone,opportunity
Cachoeira Alta,-0.041953249813213835,0.6683252223359587,0.675311357245075,0.7355267178341663,0.7070186722773257,3.0102012539933796,0.49157105723055716
Mambaí,-0.018659653643533634,0.2346935004348646,0.2274159530787319,0.25913409736507,0.2675038328155042,5.542685032400325,0.060817088392637296
Sítio d'Abadia,-0.032760010242605525,0.4413981812114762,0.46715222312148447,0.42922344557471714,0.49971029713313414,4.966458771935599,0.1894584482100032
Simolândia,-0.05626072104978395,0.6441226296795586,0.6342603957049838,0.7052631435472178,0.6921972881466825,6.928088045273885,0.4542759506377059
Luziânia,-0.0035826306055749416,0.44629514180523633,0.5082546503118283,0.30877852017878094,0.5373872515800848,1.5304275970094126,0.13780635344960007
Mairipotaba,-0.03992027857395158,0.6086099700578563,0.681418591656599,0.5171402066963724,0.7119430386151254,8.42165641226819,0.31473668571319285
Caldas Novas,-0.018036543959345883,0.5376914220740161,0.5852294178971138,0.3491145610399873,0.5917480272252948,3.626752309608276,0.18771590479233666
Jataí,-0.019925678204229264,0.6709556462089069,0.7189370728111152,0.34570629496891603,0.7392129126427502,2.317667213792282,0.23195359053935605
São João da Paraúna,-0.07067857449656668,0.8421100626582421,0.883079047070339,0.4304968937022803,0.9028942198610994,8.748009837287617,0.3625257661298058
São Luiz do Norte,-0.0704408447009818,0.6326652845578464,0.6467697120123614,0.6206962882120671,0.40361568934239256,4.080769899410369,0.3926929938056865
